resolution,rmse,mae,rate
31.25,15.119748127242069,2.742844259167775,0.0013492574752538157
62.5,20.09843043976718,4.371686469877841,0.0029705487257913692
125.0,25.41875049899885,6.3639506097807415,0.006398567099544102
250.0,31.052973681743556,9.386591202315971,0.013803569986485156
500.0,38.932513031894494,14.491491288505516,0.02978909400337001
1000.0,52.369737184716485,23.281794469221904,0.06269044839278765
2000.0,75.25266074460268,37.722451393175945,0.11915447606402832
